"    Kernel: void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",8,dram_read_transactions,Device,Memory,Read,Transactions,300,60520,16450,131600
"    Kernel: void flip_filter<float, float>(float*, float const *, int, int, int, int)",26,dram_read_transactions,Device,Memory,Read,Transactions,559,294959,57006,1482156
    Kernel: maxwell_sgemm_128x64_nn,8,dram_read_transactions,Device,Memory,Read,Transactions,424,1252308,412804,3302432
"    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorReshapingOp<Eigen::IndexList<int> const , Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, long>, int=16, Eigen::MakePointer>>, Eigen::TensorReductionOp<Eigen::internal::SumReducer<float>, Eigen::IndexList<Eigen::type2index<long=1>> const , Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_exp_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, long>, int=16, Eigen::MakePointer> const > const , Eigen::MakePointer> const > const , Eigen::GpuDevice>, long>(int, )",2188,dram_read_transactions,Device,Memory,Read,Transactions,256,376,263,575444
    Kernel: maxwell_gcgemm_32x32_nt,12,dram_read_transactions,Device,Memory,Read,Transactions,16892,36769152,4405758,52869096
"    Kernel: void cudnn::detail::explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float, int, float const *, float const *)",17,dram_read_transactions,Device,Memory,Read,Transactions,937,274809,80588,1369996
    Kernel: maxwell_cgemm_32x64_tn,11,dram_read_transactions,Device,Memory,Read,Transactions,162584,10571915,3627153,39898683
    Kernel: maxwell_scudnn_128x64_relu_small_nn,2,dram_read_transactions,Device,Memory,Read,Transactions,17779,30579,24179,48358
"    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_sum_op<float, float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1)",54,dram_read_transactions,Device,Memory,Read,Transactions,518,294950,54344,2934576
"    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorEvalToOp<Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_log_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, long>, int=16, Eigen::MakePointer> const > const , Eigen::MakePointer> const , Eigen::GpuDevice>, long>(float, Eigen::internal::scalar_log_op<float>)",2188,dram_read_transactions,Device,Memory,Read,Transactions,72,120,76,166288
