======== Profiling result:
======== Metric result:
Invocations                               Metric Name                        Metric Description         Min         Max         Avg
Device "GeForce GTX 1080 Ti (0)"
    Kernel: void gemv2T_kernel_val<float, float, float, int=128, int=16, int=2, int=2, bool=0, cublasGemvParams<cublasGemvTensor<float const >, cublasGemvTensor<float>, float>>(float, float, float const )
        350                             sm_efficiency                   Multiprocessor Activity      54.35%      73.55%      71.73%
        350                        achieved_occupancy                        Achieved Occupancy    0.764984    0.780881    0.770353
    Kernel: void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)
          2                             sm_efficiency                   Multiprocessor Activity      95.41%      95.51%      95.46%
          2                        achieved_occupancy                        Achieved Occupancy    0.473419    0.474903    0.474161
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=5, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned long=5> const , Eigen::TensorMap<Eigen::Tensor<float const , int=5, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=5)
        350                             sm_efficiency                   Multiprocessor Activity      91.27%      94.79%      92.92%
        350                        achieved_occupancy                        Achieved Occupancy    0.484805    0.489336    0.486876
    Kernel: void flip_filter<float, float>(float*, float const *, int, int, int, int)
          3                             sm_efficiency                   Multiprocessor Activity      89.87%      98.38%      92.75%
          3                        achieved_occupancy                        Achieved Occupancy    0.124112    0.167190    0.151998
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=4, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_quotient_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<long, unsigned long=4> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16, Eigen::MakePointer> const > const , Eigen::TensorBroadcastingOp<Eigen::array<long, unsigned long=4> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, int>(float, int=4)
        350                             sm_efficiency                   Multiprocessor Activity      87.16%      93.36%      92.38%
        350                        achieved_occupancy                        Achieved Occupancy    0.492483    0.496611    0.495296
    Kernel: maxwell_gcgemm_32x32_nt
          7                             sm_efficiency                   Multiprocessor Activity      98.85%      99.62%      99.17%
          7                        achieved_occupancy                        Achieved Occupancy    0.241380    0.246919    0.243781
    Kernel: maxwell_sgemm_128x64_nn
       2802                             sm_efficiency                   Multiprocessor Activity      81.92%      99.88%      92.85%
       2802                        achieved_occupancy                        Achieved Occupancy    0.220513    0.245061    0.235676
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<long, unsigned long=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const > const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=2)
        800                             sm_efficiency                   Multiprocessor Activity       2.07%      80.65%      57.81%
        800                        achieved_occupancy                        Achieved Occupancy    0.354761    0.908269    0.790630
    Kernel: void tensorflow::functor::ColumnReduceSimpleKernel<float*, float*, tensorflow::functor::Sum<float>>(float*, float*, int, int, int, float)
        700                             sm_efficiency                   Multiprocessor Activity      51.87%      94.77%      74.74%
        700                        achieved_occupancy                        Achieved Occupancy    0.110535    0.904146    0.501145
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const , Eigen::TensorBroadcastingOp<Eigen::array<long, unsigned long=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2)
       2100                             sm_efficiency                   Multiprocessor Activity      19.95%      43.70%      37.60%
       2100                        achieved_occupancy                        Achieved Occupancy    0.640505    0.725111    0.676540
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_sin_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1)
       1050                             sm_efficiency                   Multiprocessor Activity       5.19%      58.55%      24.37%
       1050                        achieved_occupancy                        Achieved Occupancy    0.426532    0.916675    0.606337
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1)
       9450                             sm_efficiency                   Multiprocessor Activity       1.18%      70.60%      27.27%
       9450                        achieved_occupancy                        Achieved Occupancy    0.403592    0.785101    0.557539
    Kernel: void cudnn::detail::explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float, int, float const *, float const *)
          1                             sm_efficiency                   Multiprocessor Activity      97.65%      97.65%      97.65%
          1                        achieved_occupancy                        Achieved Occupancy    0.474548    0.474548    0.474548
    Kernel: maxwell_cgemm_32x64_tn
          1                             sm_efficiency                   Multiprocessor Activity      99.75%      99.75%      99.75%
          1                        achieved_occupancy                        Achieved Occupancy    0.309951    0.309951    0.309951
